"REGION","FACILITY","DATETIME","ARCHIVED","NOTARCHIVED","RETRIEVENEEDED","WAITINGFORFLUSH"
"SCAL","Fontana",30-JAN-16,25051,257,39472,35
"SCAL","Fontana",30-JAN-16,25053,259,39472,31
"SCAL","Fontana",30-JAN-16,25056,264,39472,23
"SCAL","Fontana",31-JAN-16,25057,258,39472,28
"SCAL","Fontana",31-JAN-16,25058,258,39472,27
"SCAL","Fontana",31-JAN-16,25058,260,39472,25
"SCAL","Fontana",31-JAN-16,25058,257,39472,28
"SCAL","Fontana",31-JAN-16,25058,257,39472,28
"SCAL","Fontana",31-JAN-16,25059,254,39472,29
"SCAL","Fontana",31-JAN-16,25060,258,39472,24
"SCAL","Fontana",31-JAN-16,25060,258,39472,26
"SCAL","Fontana",31-JAN-16,25061,252,39472,31
"SCAL","Fontana",31-JAN-16,25063,266,39472,26
"SCAL","Fontana",31-JAN-16,25061,261,39472,48
"SCAL","Fontana",31-JAN-16,25061,256,39472,46
"SCAL","Fontana",31-JAN-16,25063,254,39471,42
"SCAL","Fontana",31-JAN-16,25067,259,39471,31
"SCAL","Fontana",31-JAN-16,25068,255,39471,36
"SCAL","Fontana",31-JAN-16,25072,258,39471,29
"SCAL","Fontana",31-JAN-16,25074,259,39471,29
"SCAL","Fontana",31-JAN-16,25076,254,39471,32
"SCAL","Fontana",31-JAN-16,25078,260,39471,24
"SCAL","Fontana",31-JAN-16,25079,253,39471,30
"SCAL","Fontana",31-JAN-16,25080,248,39471,34
"SCAL","Fontana",31-JAN-16,25085,251,39471,26
"SCAL","Fontana",31-JAN-16,25086,245,39471,31
"SCAL","Fontana",31-JAN-16,25088,246,39471,28
"SCAL","Fontana",26-JAN-16,24906,340,39265,44
"SCAL","Fontana",26-JAN-16,24739,340,39433,50
"SCAL","Fontana",26-JAN-16,24742,342,39432,47
"SCAL","Fontana",26-JAN-16,24747,350,39432,43
"SCAL","Fontana",26-JAN-16,24750,348,39432,51
"SCAL","Fontana",26-JAN-16,24751,329,39432,63
"SCAL","Fontana",26-JAN-16,24758,322,39432,62
"SCAL","Fontana",26-JAN-16,24762,322,39432,53
"SCAL","Fontana",26-JAN-16,24770,318,39432,50
"SCAL","Fontana",26-JAN-16,24779,309,39432,52
"SCAL","Fontana",27-JAN-16,24787,300,39432,53
"SCAL","Fontana",27-JAN-16,24795,297,39432,47
"SCAL","Fontana",27-JAN-16,24800,298,39432,38
"SCAL","Fontana",27-JAN-16,24807,300,39432,29
"SCAL","Fontana",27-JAN-16,24809,299,39432,28
"SCAL","Fontana",27-JAN-16,24810,294,39432,32
"SCAL","Fontana",27-JAN-16,24814,294,39432,28
"SCAL","Fontana",27-JAN-16,24815,288,39432,33
"SCAL","Fontana",27-JAN-16,24814,293,39432,29
"SCAL","Fontana",27-JAN-16,24813,288,39432,37
"SCAL","Fontana",27-JAN-16,24814,293,39432,40
"SCAL","Fontana",27-JAN-16,24819,305,39431,42
"SCAL","Fontana",27-JAN-16,24819,320,39431,43
"SCAL","Fontana",27-JAN-16,24823,311,39431,47
"SCAL","Fontana",27-JAN-16,24827,316,39431,41
"SCAL","Fontana",27-JAN-16,24833,331,39431,29
"SCAL","Fontana",27-JAN-16,24833,335,39431,34
"SCAL","Fontana",27-JAN-16,24834,337,39431,36
"SCAL","Fontana",27-JAN-16,24835,333,39431,41
"SCAL","Fontana",27-JAN-16,24842,314,39431,53
"SCAL","Fontana",27-JAN-16,24848,315,39431,47
"SCAL","Fontana",27-JAN-16,24858,309,39431,43
"SCAL","Fontana",27-JAN-16,24862,309,39431,39
"SCAL","Fontana",27-JAN-16,24869,299,39431,43
"SCAL","Fontana",28-JAN-16,24875,289,39431,47
"SCAL","Fontana",28-JAN-16,24884,284,39431,43
"SCAL","Fontana",28-JAN-16,24892,286,39431,33
"SCAL","Fontana",28-JAN-16,24896,285,39431,30
"SCAL","Fontana",28-JAN-16,24898,285,39431,28
"SCAL","Fontana",28-JAN-16,24900,288,39431,23
"SCAL","Fontana",28-JAN-16,24900,286,39431,25
"SCAL","Fontana",28-JAN-16,24898,286,39431,27
"SCAL","Fontana",28-JAN-16,24896,287,39431,30
"SCAL","Fontana",28-JAN-16,24898,292,39431,33
"SCAL","Fontana",28-JAN-16,24900,305,39431,35
"SCAL","Fontana",28-JAN-16,24898,307,39431,51
"SCAL","Fontana",28-JAN-16,24900,306,39429,48
"SCAL","Fontana",28-JAN-16,24897,319,39429,43
"SCAL","Fontana",28-JAN-16,24899,326,39429,43
"SCAL","Fontana",28-JAN-16,24900,331,39429,43
"SCAL","Fontana",28-JAN-16,24904,326,39429,46
"SCAL","Fontana",28-JAN-16,24905,333,39429,38
"SCAL","Fontana",28-JAN-16,24910,318,39429,51
"SCAL","Fontana",28-JAN-16,24918,313,39429,47
"SCAL","Fontana",28-JAN-16,24925,308,39429,46
"SCAL","Fontana",28-JAN-16,24938,301,39429,40
"SCAL","Fontana",28-JAN-16,24939,298,39429,42
"SCAL","Fontana",29-JAN-16,24949,292,39429,38
"SCAL","Fontana",29-JAN-16,24955,293,39429,31
"SCAL","Fontana",29-JAN-16,24959,277,39429,43
"SCAL","Fontana",29-JAN-16,24963,284,39429,32
"SCAL","Fontana",29-JAN-16,24967,274,39429,38
"SCAL","Fontana",29-JAN-16,24972,276,39429,31
"SCAL","Fontana",29-JAN-16,24974,281,39429,24
"MA","Gaithersburg",25-FEB-16,9257,33,0,36
"MA","Gaithersburg",25-FEB-16,9257,34,0,35
"MA","Gaithersburg",25-FEB-16,9260,34,0,33
"MA","Gaithersburg",25-FEB-16,9260,36,0,31
"MA","Gaithersburg",25-FEB-16,9260,30,0,38
"MA","Gaithersburg",25-FEB-16,9262,23,0,44
"MA","Gaithersburg",25-FEB-16,9262,17,0,52
"MA","Gaithersburg",25-FEB-16,9262,23,0,50
"MA","Gaithersburg",25-FEB-16,9262,31,0,44
"MA","Gaithersburg",25-FEB-16,9262,32,0,43
"MA","Gaithersburg",25-FEB-16,9262,34,0,43
"MA","Gaithersburg",25-FEB-16,9262,34,0,45
"MA","Gaithersburg",22-FEB-16,9224,24,0,34
"MA","Gaithersburg",22-FEB-16,9224,25,0,35
"MA","Gaithersburg",22-FEB-16,9224,25,0,35
"MA","Gaithersburg",22-FEB-16,9224,33,0,28
"MA","Gaithersburg",22-FEB-16,9224,26,0,36
"MA","Gaithersburg",22-FEB-16,9224,36,0,28
"MA","Gaithersburg",22-FEB-16,9224,36,0,28
"MA","Gaithersburg",22-FEB-16,9224,38,0,26
"MA","Gaithersburg",22-FEB-16,9224,44,0,20
"MA","Gaithersburg",22-FEB-16,9224,52,0,12
"MA","Gaithersburg",22-FEB-16,9224,45,0,19
"MA","Gaithersburg",22-FEB-16,9224,43,0,21
"MA","Gaithersburg",23-FEB-16,9224,47,0,17
"MA","Gaithersburg",23-FEB-16,9224,36,0,28
"MA","Gaithersburg",23-FEB-16,9224,40,0,24
"MA","Gaithersburg",23-FEB-16,9224,33,0,31
"MA","Gaithersburg",23-FEB-16,9224,37,0,27
"MA","Gaithersburg",23-FEB-16,9224,42,0,22
"MA","Gaithersburg",23-FEB-16,9224,35,0,29
"MA","Gaithersburg",23-FEB-16,9224,35,0,30
"MA","Gaithersburg",23-FEB-16,9224,25,0,40
"MA","Gaithersburg",23-FEB-16,9224,23,0,42
"MA","Gaithersburg",23-FEB-16,9224,25,0,43
"MA","Gaithersburg",23-FEB-16,9224,24,0,46
"MA","Gaithersburg",23-FEB-16,9224,27,0,48
"MA","Gaithersburg",23-FEB-16,9224,35,0,44
"MA","Gaithersburg",23-FEB-16,9224,33,0,47
"MA","Gaithersburg",23-FEB-16,9224,41,0,42
"MA","Gaithersburg",23-FEB-16,9228,48,0,33
"MA","Gaithersburg",23-FEB-16,9228,47,0,35
"MA","Gaithersburg",23-FEB-16,9228,44,0,38
"MA","Gaithersburg",23-FEB-16,9232,40,0,38
"MA","Gaithersburg",23-FEB-16,9232,42,0,36
"MA","Gaithersburg",23-FEB-16,9232,47,0,31
"MA","Gaithersburg",23-FEB-16,9232,45,0,33
"MA","Gaithersburg",23-FEB-16,9232,47,0,31
"MA","Gaithersburg",24-FEB-16,9233,53,0,24
"MA","Gaithersburg",24-FEB-16,9233,50,0,27
"MA","Gaithersburg",24-FEB-16,9236,52,0,22
"MA","Gaithersburg",24-FEB-16,9236,51,0,23
"MA","Gaithersburg",24-FEB-16,9236,49,0,25
"MA","Gaithersburg",24-FEB-16,9237,53,0,20
"MA","Gaithersburg",24-FEB-16,9237,54,0,19
"MA","Gaithersburg",24-FEB-16,9237,55,0,18
"MA","Gaithersburg",24-FEB-16,9237,48,0,26
"MA","Gaithersburg",24-FEB-16,9238,43,0,31
"MA","Gaithersburg",24-FEB-16,9238,23,0,53
"MA","Gaithersburg",24-FEB-16,9239,24,0,52
"MA","Gaithersburg",24-FEB-16,9239,24,0,56
"MA","Gaithersburg",24-FEB-16,9241,27,0,54
"MA","Gaithersburg",24-FEB-16,9241,28,0,54
"MA","Gaithersburg",24-FEB-16,9242,27,0,55
"MA","Gaithersburg",24-FEB-16,9242,29,0,54
"MA","Gaithersburg",24-FEB-16,9242,33,0,51
"MA","Gaithersburg",24-FEB-16,9243,33,0,50
"MA","Gaithersburg",24-FEB-16,9243,31,0,52
"MA","Gaithersburg",24-FEB-16,9243,33,0,50
"MA","Gaithersburg",24-FEB-16,9247,39,0,40
"MA","Gaithersburg",24-FEB-16,9247,39,0,40
"MA","Gaithersburg",24-FEB-16,9247,36,0,43
"MA","Gaithersburg",25-FEB-16,9253,30,0,43
"MA","Gaithersburg",25-FEB-16,9256,32,0,38
"MA","Gaithersburg",25-FEB-16,9257,34,0,35
"MA","Gaithersburg",25-FEB-16,9257,35,0,34
"MA","Gaithersburg",19-FEB-16,9205,24,0,44
"MA","Gaithersburg",19-FEB-16,9205,25,0,43
"MA","Gaithersburg",19-FEB-16,9205,27,0,41
"MA","Gaithersburg",19-FEB-16,9206,25,0,42
"MA","Gaithersburg",19-FEB-16,9206,25,0,42
"MA","Gaithersburg",20-FEB-16,9210,30,0,33
"MA","Gaithersburg",20-FEB-16,9210,24,0,39
"MA","Gaithersburg",20-FEB-16,9210,24,0,39
"MA","Gaithersburg",20-FEB-16,9213,26,0,34
"MA","Gaithersburg",20-FEB-16,9213,24,0,36
"MA","Gaithersburg",20-FEB-16,9213,26,0,34
"MA","Gaithersburg",20-FEB-16,9213,24,0,36
"MA","Gaithersburg",20-FEB-16,9213,21,0,39
"MA","Gaithersburg",20-FEB-16,9213,22,0,38
"MA","Gaithersburg",20-FEB-16,9213,20,0,40
"MA","Gaithersburg",20-FEB-16,9213,20,0,40
"MA","Gaithersburg",20-FEB-16,9213,17,0,43
"MA","Gaithersburg",20-FEB-16,9213,16,0,44
"MA","Gaithersburg",20-FEB-16,9216,16,0,41
"MA","Gaithersburg",20-FEB-16,9216,15,0,42
"MA","Gaithersburg",20-FEB-16,9216,13,0,44
"MA","Gaithersburg",20-FEB-16,9216,17,0,40
"MA","Gaithersburg",20-FEB-16,9216,13,0,44
"MA","Gaithersburg",20-FEB-16,9218,13,0,42
"MA","Gaithersburg",20-FEB-16,9218,13,0,42
"MA","Gaithersburg",20-FEB-16,9219,13,0,41
"MA","Gaithersburg",20-FEB-16,9219,14,0,40
"MA","Gaithersburg",20-FEB-16,9221,13,0,39
"MA","Gaithersburg",21-FEB-16,9221,15,0,37
"MA","Gaithersburg",21-FEB-16,9221,14,0,38
"MA","Gaithersburg",21-FEB-16,9221,13,0,39
"MA","Gaithersburg",21-FEB-16,9221,14,0,38
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,19,0,30
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,17,0,32
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,17,0,32
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,15,0,34
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",21-FEB-16,9224,16,0,33
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,14,0,35
"MA","Gaithersburg",21-FEB-16,9224,13,0,36
"MA","Gaithersburg",22-FEB-16,9224,14,0,35
"MA","Gaithersburg",22-FEB-16,9224,13,0,36
"MA","Gaithersburg",22-FEB-16,9224,19,0,30
"MA","Gaithersburg",22-FEB-16,9224,15,0,34
"MA","Gaithersburg",22-FEB-16,9224,14,0,35
"MA","Gaithersburg",22-FEB-16,9224,13,0,36
"MA","Gaithersburg",22-FEB-16,9224,14,0,35
"MA","Gaithersburg",22-FEB-16,9224,13,0,36
"MA","Gaithersburg",22-FEB-16,9224,16,0,34
"MA","Gaithersburg",22-FEB-16,9224,15,0,35
"MA","Gaithersburg",22-FEB-16,9224,15,0,36
"MA","Gaithersburg",22-FEB-16,9224,19,0,36
"MA","Gaithersburg",17-FEB-16,9174,21,0,35
"MA","Gaithersburg",17-FEB-16,9174,22,0,34
"MA","Gaithersburg",17-FEB-16,9174,23,0,33
"MA","Gaithersburg",17-FEB-16,9174,22,0,34
"MA","Gaithersburg",17-FEB-16,9174,22,0,34
"MA","Gaithersburg",17-FEB-16,9174,22,0,35
"MA","Gaithersburg",17-FEB-16,9174,24,0,34
"MA","Gaithersburg",17-FEB-16,9174,22,0,37
"MA","Gaithersburg",17-FEB-16,9174,22,0,38
"MA","Gaithersburg",17-FEB-16,9174,23,0,38
"MA","Gaithersburg",17-FEB-16,9174,25,0,39
"MA","Gaithersburg",17-FEB-16,9174,27,0,40
"MA","Gaithersburg",17-FEB-16,9174,33,0,37
"MA","Gaithersburg",17-FEB-16,9174,41,0,30
"MA","Gaithersburg",17-FEB-16,9176,41,0,29
"MA","Gaithersburg",17-FEB-16,9176,35,0,35
"MA","Gaithersburg",17-FEB-16,9177,34,0,34
"MA","Gaithersburg",17-FEB-16,9177,33,0,35
"MA","Gaithersburg",17-FEB-16,9178,32,0,35
"MA","Gaithersburg",17-FEB-16,9178,32,0,35
"MA","Gaithersburg",17-FEB-16,9178,32,0,35
"MA","Gaithersburg",18-FEB-16,9178,33,0,34
"MA","Gaithersburg",18-FEB-16,9178,32,0,35
"MA","Gaithersburg",18-FEB-16,9178,34,0,33
"MA","Gaithersburg",18-FEB-16,9178,32,0,35
"MA","Gaithersburg",18-FEB-16,9178,37,0,30
"MA","Gaithersburg",18-FEB-16,9178,32,0,35
"MA","Gaithersburg",18-FEB-16,9178,33,0,34
"MA","Gaithersburg",18-FEB-16,9178,35,0,33
"MA","Gaithersburg",18-FEB-16,9178,26,0,42
"MA","Gaithersburg",18-FEB-16,9178,25,0,43
"MA","Gaithersburg",18-FEB-16,9178,26,0,43
"MA","Gaithersburg",18-FEB-16,9178,29,0,41
"MA","Gaithersburg",18-FEB-16,9178,35,0,36
"MA","Gaithersburg",18-FEB-16,9178,36,0,38
"MA","Gaithersburg",18-FEB-16,9182,46,0,27
"MA","Gaithersburg",18-FEB-16,9182,51,0,27
"MA","Gaithersburg",18-FEB-16,9182,52,0,27
"MA","Gaithersburg",18-FEB-16,9188,57,0,17
"MA","Gaithersburg",18-FEB-16,9188,56,0,18
"MA","Gaithersburg",18-FEB-16,9188,54,0,20
"MA","Gaithersburg",18-FEB-16,9189,49,0,24
"MA","Gaithersburg",18-FEB-16,9190,44,0,28
"MA","Gaithersburg",18-FEB-16,9190,40,0,32
"MA","Gaithersburg",18-FEB-16,9193,31,0,38
"MA","Gaithersburg",19-FEB-16,9193,29,0,40
"MA","Gaithersburg",19-FEB-16,9195,32,0,35
"MA","Gaithersburg",19-FEB-16,9195,29,0,38
"MA","Gaithersburg",19-FEB-16,9197,29,0,36
"MA","Gaithersburg",19-FEB-16,9197,29,0,36
"MA","Gaithersburg",19-FEB-16,9198,32,0,32
"MA","Gaithersburg",19-FEB-16,9198,29,0,35
"MA","Gaithersburg",19-FEB-16,9198,30,0,35
"MA","Gaithersburg",19-FEB-16,9198,22,0,43
"MA","Gaithersburg",19-FEB-16,9198,23,0,42
"MA","Gaithersburg",19-FEB-16,9198,20,0,46
"MA","Gaithersburg",19-FEB-16,9198,25,0,43
"MA","Gaithersburg",19-FEB-16,9198,26,0,44
"MA","Gaithersburg",19-FEB-16,9198,25,0,46
"MA","Gaithersburg",19-FEB-16,9206,32,0,34
"MA","Gaithersburg",19-FEB-16,9206,37,0,30
"MA","Gaithersburg",19-FEB-16,9206,34,0,34
"MA","Gaithersburg",19-FEB-16,9205,31,0,37
"MA","Gaithersburg",19-FEB-16,9205,24,0,44
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,19,0,34
"MA","Gaithersburg",14-FEB-16,9172,21,0,32
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,20,0,33
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,31,0,22
"MA","Gaithersburg",14-FEB-16,9172,20,0,33
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,20,0,33
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,21,0,32
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,23,0,30
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,20,0,33
"MA","Gaithersburg",15-FEB-16,9172,21,0,32
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,20,0,33
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,21,0,32
"MA","Gaithersburg",15-FEB-16,9172,19,0,34
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",15-FEB-16,9172,21,0,32
"MA","Gaithersburg",15-FEB-16,9172,18,0,35
"MA","Gaithersburg",16-FEB-16,9172,20,0,33
"MA","Gaithersburg",16-FEB-16,9172,19,0,34
"MA","Gaithersburg",16-FEB-16,9172,19,0,34
"MA","Gaithersburg",16-FEB-16,9172,18,0,35
"MA","Gaithersburg",16-FEB-16,9172,18,0,35
"MA","Gaithersburg",16-FEB-16,9172,18,0,35
"MA","Gaithersburg",16-FEB-16,9172,19,0,34
"MA","Gaithersburg",16-FEB-16,9172,19,0,34
"MA","Gaithersburg",16-FEB-16,9172,19,0,35
"MA","Gaithersburg",16-FEB-16,9172,19,0,35
"MA","Gaithersburg",16-FEB-16,9172,19,0,35
"MA","Gaithersburg",16-FEB-16,9172,20,0,35
"MA","Gaithersburg",16-FEB-16,9172,18,0,37
"MA","Gaithersburg",16-FEB-16,9172,18,0,37
"MA","Gaithersburg",16-FEB-16,9172,19,0,36
"MA","Gaithersburg",16-FEB-16,9172,21,0,36
"MA","Gaithersburg",16-FEB-16,9172,20,0,37
"MA","Gaithersburg",16-FEB-16,9172,29,0,28
"MA","Gaithersburg",16-FEB-16,9172,25,0,33
"MA","Gaithersburg",16-FEB-16,9174,22,0,34
"MA","Gaithersburg",16-FEB-16,9174,24,0,32
"MA","Gaithersburg",16-FEB-16,9174,21,0,35
"MA","Gaithersburg",16-FEB-16,9174,23,0,33
"MA","Gaithersburg",16-FEB-16,9174,23,0,33
"MA","Gaithersburg",17-FEB-16,9174,23,0,33
"MA","Gaithersburg",17-FEB-16,9174,21,0,35
"MA","Gaithersburg",17-FEB-16,9174,22,0,34
"MA","Gaithersburg",11-FEB-16,9140,41,0,33
"MA","Gaithersburg",11-FEB-16,9141,37,0,36
"MA","Gaithersburg",11-FEB-16,9141,38,0,35
"MA","Gaithersburg",11-FEB-16,9142,33,0,39
"MA","Gaithersburg",11-FEB-16,9142,31,0,41
"MA","Gaithersburg",11-FEB-16,9143,31,0,40
"MA","Gaithersburg",12-FEB-16,9145,31,0,38
"MA","Gaithersburg",12-FEB-16,9145,31,0,38
"MA","Gaithersburg",12-FEB-16,9145,30,0,39
"MA","Gaithersburg",12-FEB-16,9147,31,0,36
"MA","Gaithersburg",12-FEB-16,9147,30,0,37
"MA","Gaithersburg",12-FEB-16,9150,30,0,34
"MA","Gaithersburg",12-FEB-16,9150,30,0,34
"MA","Gaithersburg",12-FEB-16,9150,30,0,35
"MA","Gaithersburg",12-FEB-16,9150,24,0,41
"MA","Gaithersburg",12-FEB-16,9150,23,0,43
"MA","Gaithersburg",12-FEB-16,9150,27,0,41
"MA","Gaithersburg",12-FEB-16,9150,26,0,46
"MA","Gaithersburg",12-FEB-16,9150,28,0,45
"MA","Gaithersburg",12-FEB-16,9150,31,0,42
"MA","Gaithersburg",12-FEB-16,9153,26,0,45
"MA","Gaithersburg",12-FEB-16,9153,26,0,45
"MA","Gaithersburg",12-FEB-16,9160,26,0,39
"MA","Gaithersburg",12-FEB-16,9160,28,0,37
"MA","Gaithersburg",12-FEB-16,9160,26,0,39
"MA","Gaithersburg",12-FEB-16,9160,26,0,39
"MA","Gaithersburg",12-FEB-16,9160,27,0,38
"MA","Gaithersburg",12-FEB-16,9160,26,0,39
"MA","Gaithersburg",12-FEB-16,9162,26,0,37
"MA","Gaithersburg",12-FEB-16,9162,26,0,37
"MA","Gaithersburg",13-FEB-16,9162,27,0,36
"MA","Gaithersburg",13-FEB-16,9163,25,0,37
"MA","Gaithersburg",13-FEB-16,9163,25,0,37
"MA","Gaithersburg",13-FEB-16,9164,26,0,35
"MA","Gaithersburg",13-FEB-16,9164,26,0,35
"MA","Gaithersburg",13-FEB-16,9164,33,0,28
"MA","Gaithersburg",13-FEB-16,9165,26,0,34
"MA","Gaithersburg",13-FEB-16,9165,24,0,36
"MA","Gaithersburg",13-FEB-16,9165,23,0,37
"MA","Gaithersburg",13-FEB-16,9165,27,0,33
"MA","Gaithersburg",13-FEB-16,9165,24,0,36
"MA","Gaithersburg",13-FEB-16,9165,29,0,31
"MA","Gaithersburg",13-FEB-16,9165,26,0,34
"MA","Gaithersburg",13-FEB-16,9167,20,0,38
"MA","Gaithersburg",13-FEB-16,9169,18,0,38
"MA","Gaithersburg",13-FEB-16,9169,19,0,37
"MA","Gaithersburg",13-FEB-16,9169,18,0,38
"MA","Gaithersburg",13-FEB-16,9170,18,0,37
"MA","Gaithersburg",13-FEB-16,9171,18,0,36
"MA","Gaithersburg",13-FEB-16,9171,18,0,36
"MA","Gaithersburg",13-FEB-16,9171,18,0,36
"MA","Gaithersburg",13-FEB-16,9171,21,0,33
"MA","Gaithersburg",13-FEB-16,9171,18,0,36
"MA","Gaithersburg",14-FEB-16,9171,19,0,35
"MA","Gaithersburg",14-FEB-16,9171,18,0,36
"MA","Gaithersburg",14-FEB-16,9171,18,0,36
"MA","Gaithersburg",14-FEB-16,9171,19,0,35
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,21,0,32
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",14-FEB-16,9172,18,0,35
"MA","Gaithersburg",09-FEB-16,9104,22,0,36
"MA","Gaithersburg",09-FEB-16,9104,24,0,34
"MA","Gaithersburg",09-FEB-16,9104,22,0,36
"MA","Gaithersburg",09-FEB-16,9104,22,0,36
"MA","Gaithersburg",09-FEB-16,9104,22,0,36
"MA","Gaithersburg",09-FEB-16,9104,28,0,30
"MA","Gaithersburg",09-FEB-16,9104,24,0,34
"MA","Gaithersburg",09-FEB-16,9104,22,0,37
"MA","Gaithersburg",09-FEB-16,9104,24,0,35
"MA","Gaithersburg",09-FEB-16,9104,24,0,35
"MA","Gaithersburg",09-FEB-16,9104,24,0,38
"MA","Gaithersburg",09-FEB-16,9104,28,0,38
"MA","Gaithersburg",09-FEB-16,9104,41,0,29
"MA","Gaithersburg",09-FEB-16,9104,45,0,26
"MA","Gaithersburg",09-FEB-16,9104,45,0,27
"MA","Gaithersburg",09-FEB-16,9106,54,0,18
"MA","Gaithersburg",09-FEB-16,9106,48,0,30
"MA","Gaithersburg",09-FEB-16,9106,56,0,24
"MA","Gaithersburg",09-FEB-16,9106,54,0,25
"MA","Gaithersburg",09-FEB-16,9106,53,0,26
"MA","Gaithersburg",09-FEB-16,9106,47,0,32
"MA","Gaithersburg",09-FEB-16,9106,47,0,32
"MA","Gaithersburg",09-FEB-16,9109,46,0,29
"MA","Gaithersburg",09-FEB-16,9109,47,0,28
"MA","Gaithersburg",10-FEB-16,9112,34,0,38
"MA","Gaithersburg",10-FEB-16,9114,37,0,33
"MA","Gaithersburg",10-FEB-16,9114,34,0,36
"MA","Gaithersburg",10-FEB-16,9116,33,0,35
"MA","Gaithersburg",10-FEB-16,9116,35,0,33
"MA","Gaithersburg",10-FEB-16,9116,33,0,35
"MA","Gaithersburg",10-FEB-16,9116,35,0,33
"MA","Gaithersburg",10-FEB-16,9116,30,0,38
"MA","Gaithersburg",10-FEB-16,9116,29,0,40
"MA","Gaithersburg",10-FEB-16,9116,32,0,39
"MA","Gaithersburg",10-FEB-16,9116,30,0,44
"MA","Gaithersburg",10-FEB-16,9116,35,0,40
"MA","Gaithersburg",10-FEB-16,9116,41,0,35
"MA","Gaithersburg",10-FEB-16,9117,44,0,31
"MA","Gaithersburg",10-FEB-16,9117,50,0,28
"MA","Gaithersburg",10-FEB-16,9117,41,0,38
"MA","Gaithersburg",10-FEB-16,9122,43,0,32
"MA","Gaithersburg",10-FEB-16,9122,38,0,37
"MA","Gaithersburg",10-FEB-16,9123,29,0,45
"MA","Gaithersburg",10-FEB-16,9123,29,0,45
"MA","Gaithersburg",10-FEB-16,9125,30,0,42
"MA","Gaithersburg",10-FEB-16,9125,32,0,40
"MA","Gaithersburg",10-FEB-16,9128,31,0,38
"MA","Gaithersburg",11-FEB-16,9128,29,0,40
"MA","Gaithersburg",11-FEB-16,9133,29,0,35
"MA","Gaithersburg",11-FEB-16,9134,34,0,29
"MA","Gaithersburg",11-FEB-16,9134,29,0,34
"MA","Gaithersburg",11-FEB-16,9134,29,0,34
"MA","Gaithersburg",11-FEB-16,9134,29,0,34
"MA","Gaithersburg",11-FEB-16,9134,30,0,33
"MA","Gaithersburg",11-FEB-16,9134,30,0,34
"MA","Gaithersburg",11-FEB-16,9134,27,0,38
"MA","Gaithersburg",11-FEB-16,9134,24,0,41
